Scheme Name	Net Asset Value
Tata Short Term Bond Fund- Regular Plan - Periodic Payout of IDCW Option	25.9533
TRUSTMF Short Duration Fund-Direct Plan-Growth	1311.9116
TRUSTMF Short Duration Fund-Direct Plan-Monthly Income Distribution Cum Capital Withdrawal	1147.5259
TRUSTMF Short Duration Fund-Direct Plan-Quarterly Income Distribution Cum Capital Withdrawal	1166.6969
TRUSTMF Short Duration Fund-Direct Plan-Weekly Income Distribution Cum Capital Withdrawal	1125.4661
TRUSTMF Short Duration Fund-Regular Plan-Growth	1283.7646
TRUSTMF Short Duration Fund-Regular Plan-Monthly Income Distribution Cum Capital Withdrawal	1131.1686
TRUSTMF Short Duration Fund-Regular Plan-Quarterly Income Distribution Cum Capital Withdrawal	1140.0416
TRUSTMF Short Duration Fund-Regular Plan-Weekly Income Distribution Cum Capital Withdrawal	1109.6665
Union Short Duration Fund - Direct Plan - Growth Option	10.7057
Union Short Duration Fund - Direct Plan - IDCW Option	10.7057
Union Short Duration Fund - Regular Plan - Growth Option	10.6683
Union Short Duration Fund - Regular Plan - IDCW Option	10.6683
UTI Short Duration Fund - Direct Plan - Annual IDCW	13.5853
UTI Short Duration Fund - Direct Plan - Flexi IDCW	19.1758
UTI Short Duration Fund - Direct Plan - Growth Option	34.7175
UTI Short Duration Fund - Direct Plan - Half Yearly Dividend Option	14.2121
UTI Short Duration Fund - Direct Plan - Monthly IDCW	10.7257
UTI Short Duration Fund - Direct Plan - Quarterly IDCW	19.6304
UTI Short Duration Fund - Discontinued Regular Option - Dividend Sub Option	24.2338
UTI Short Duration Fund - Discontinued Regular Option -Growth Sub Option	45.8411
UTI Short Duration Fund - Regular Plan - Annual IDCW	14.4014
UTI Short Duration Fund - Regular Plan - Flexi IDCW	18.595
UTI Short Duration Fund - Regular Plan - Growth Option	32.5654
UTI Short Duration Fund - Regular Plan - Half-Yearly IDCW	13.9496
UTI Short Duration Fund - Regular Plan - Monthly IDCW	12.0385
UTI Short Duration Fund - Regular Plan - Quarterly IDCW	16.8516
Aditya Birla Sun Life Savings Fund - Discipline Advantage Plan	323.2026
Aditya Birla Sun Life Savings Fund - Growth - Direct Plan	574.8578
Aditya Birla Sun Life Savings Fund - Growth - Regular Plan	564.1751
Aditya Birla Sun Life Savings Fund-DIRECT - DAILY IDCW	100.514
Aditya Birla Sun Life Savings Fund-DIRECT - WEEKLY IDCW	100.6799
Aditya Birla Sun Life Savings Fund-Regular - DAILY IDCW	100.5094
Aditya Birla Sun Life Savings Fund-Regular - weekly IDCW	100.5991
Aditya Birla Sun Life Savings Fund-Retail - Daily IDCW	100.5575
Aditya Birla Sun Life Savings Fund-Retail Growth	545.9446
Aditya Birla Sun Life Savings Fund-Weekly - retail IDCW	101.2781
Axis Ultra Short Duration Fund - Direct Plan - Daily IDCW	10.0338
Axis Ultra Short Duration Fund - Direct Plan - Monthly IDCW	10.0378
Axis Ultra Short Duration Fund - Direct Plan - Regular IDCW	16.0756
Axis Ultra Short Duration Fund - Direct Plan - Weekly IDCW	10.0533
Axis Ultra Short Duration Fund - Direct Plan Growth	16.0742
Axis Ultra Short Duration Fund - Regular Plan - Daily IDCW	10.0689
Axis Ultra Short Duration Fund - Regular Plan - Monthly IDCW	10.0467
Axis Ultra Short Duration Fund - Regular Plan - Regular IDCW	15.0982
Axis Ultra Short Duration Fund - Regular Plan - Weekly IDCW	10.0697
Axis Ultra Short Duration Fund - Regular Plan Growth	15.0983
BANDHAN ULTRA SHORT DURATION FUND - DIRECT PLAN -MONTHLY IDCW	10.0439
BANDHAN ULTRA SHORT DURATION FUND - DIRECT PLAN GROWTH	15.8260
BANDHAN ULTRA SHORT DURATION FUND - DIRECT PLAN PERIODIC IDCW	13.4477
BANDHAN ULTRA SHORT DURATION FUND - DIRECT PLAN QUARTERLY IDCW	10.5453
BANDHAN ULTRA SHORT DURATION FUND - DIRECT PLAN- WEEKLY IDCW	10.0769
BANDHAN ULTRA SHORT DURATION FUND - DIRECT PLAN-DAILY IDCW	10.0367
BANDHAN ULTRA SHORT DURATION FUND - REGULAR PLAN DAILY IDCW	10.0519
BANDHAN ULTRA SHORT DURATION FUND - REGULAR PLAN GROWTH	15.6224
BANDHAN ULTRA SHORT DURATION FUND - REGULAR PLAN MONTHLY IDCW	10.0492
BANDHAN ULTRA SHORT DURATION FUND - REGULAR PLAN PERIODIC IDCW	13.1474
BANDHAN ULTRA SHORT DURATION FUND - REGULAR PLAN QUARTERLY IDCW	10.5275
BANDHAN ULTRA SHORT DURATION FUND - REGULAR PLAN WEEKLY IDCW	10.0780
BANK OF INDIA Ultra Short Duration Fund- Direct Plan- Daily IDCW	1011.9280
BANK OF INDIA Ultra Short Duration Fund- Direct Plan- Growth	3358.4034
BANK OF INDIA Ultra Short Duration Fund- Direct Plan- Weekly IDCW	1007.2872
BANK OF INDIA Ultra Short Duration Fund- Direct Plan-Bonus	3342.3450
BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Daily IDCW	1007.4498
BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Growth	3238.5660
BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Weekly IDCW	1007.7970
Baroda BNP Paribas Ultra Short Duratio Fund- Regular Plan- Weekly IDCW	1000.7620
Baroda BNP Paribas Ultra Short Duration Fund - Regular Plan - Daily IDCW	1006.2583
Baroda BNP Paribas Ultra Short Duration Fund - Regular Plan - Growth	1583.3376
Baroda BNP Paribas Ultra Short Duration Fund- Direct Plan- Daily IDCW	1007.0751
Baroda BNP Paribas Ultra Short Duration Fund- Direct Plan- Growth	1605.1571
Baroda BNP Paribas Ultra Short Duration Fund- Direct Plan- Weekly IDCW	1000.8164
CANARA ROBECO ULTRA SHORT TERM FUND - DIRECT PLAN - DAILY IDCW (Reinvestment)	1240.7100
CANARA ROBECO ULTRA SHORT TERM FUND - DIRECT PLAN - GROWTH OPTION	4148.6864
CANARA ROBECO ULTRA SHORT TERM FUND - DIRECT PLAN - IDCW (Payout/Reinvestment)	2374.3793
CANARA ROBECO ULTRA SHORT TERM FUND - DIRECT PLAN - MONTHLY IDCW (Payout/Reinvestment)	1001.3900
CANARA ROBECO ULTRA SHORT TERM FUND - DIRECT PLAN - WEEKLY IDCW (Payout/Reinvestment)	1240.8366
CANARA ROBECO ULTRA SHORT TERM FUND - REGULAR PLAN - DAILY IDCW (Reinvestment)	1240.7100
CANARA ROBECO ULTRA SHORT TERM FUND - REGULAR PLAN - GROWTH OPTION	3890.5743
CANARA ROBECO ULTRA SHORT TERM FUND - REGULAR PLAN - MONTHLY IDCW (Payout/Reinvestment)	1001.2537
CANARA ROBECO ULTRA SHORT TERM FUND - REGULAR PLAN - WEEKLY IDCW (Payout/Reinvestment)	1240.8153
CANARA ROBECO ULTRA SHORT TERM FUND- REGULAR PLAN - IDCW (Payout)	1598.2923
DSP Ultra Short Fund - Direct Plan - Growth	3806.9654
DSP Ultra Short Fund - Direct Plan - IDCW	1139.4976
DSP Ultra Short Fund - Direct Plan - IDCW - Daily	1005.3951
DSP Ultra Short Fund - Direct Plan - IDCW - Monthly	1083.8018
DSP Ultra Short Fund - Direct Plan - IDCW - Weekly	1005.046
DSP Ultra Short Fund - Regular Plan - Growth	3490.5191
DSP Ultra Short Fund - Regular Plan - IDCW - Daily Reinvest	1005.4914
DSP Ultra Short Fund - Regular Plan - IDCW - Monthly	1075.981
DSP Ultra Short Fund - Regular Plan - IDCW - Payout	1126.6297
DSP Ultra Short Fund - Regular Plan - IDCW - Weekly Reinvest	1005.0453
Franklin India Ultra Short Bond Fund - Institutional - Growth	33.7757
Franklin India Ultra Short Bond Fund - Institutional - Weekly Dividend	0.0000
Franklin India Ultra Short Bond Fund - Institutional Plan - Daily - IDCW	12.3700
Franklin India Ultra Short Bond Fund - Retail - Growth	32.9262
Franklin India Ultra Short Bond Fund - Retail Plan - Daily - IDCW	12.4137
Franklin India Ultra Short Bond Fund - Retail Plan - Weekly - IDCW	12.5163
Franklin India Ultra Short Bond Fund - Super Institutional - Growth	34.9131
Franklin India Ultra Short Bond Fund - Super Institutional Plan - Daily - IDCW	12.4788
Franklin India Ultra Short Bond Fund - Super Institutional Plan - Direct - Growth	34.2355
Franklin India Ultra Short Bond Fund - Super Institutional Plan - Weekly - IDCW	12.5111
Franklin India Ultra Short Bond Fund Super Institutional Plan - Direct - Daily - IDCW	12.1512
Franklin India Ultra Short Bond Fund Super Institutional Plan - Direct - Weekly - IDCW	12.1960
Franklin India Ultra Short Bond Fund- Institutional Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Daily Dividend Option	0.0000
Franklin India Ultra Short Bond Fund- Institutional Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Option	0.0000
Franklin India Ultra Short Bond Fund- Retail Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Daily Dividend Option	0.0000
Franklin India Ultra Short Bond Fund- Retail Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Option	0.0000
Franklin India Ultra Short Bond Fund- Retail Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Weekly Dividend Option	0.0000
Franklin India Ultra Short Bond Fund- Super Institutional Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Daily Dividend Option	0.0000
Franklin India Ultra Short Bond Fund- Super Institutional Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct Daily Dividend Option	0.0000
Franklin India Ultra Short Bond Fund- Super Institutional Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Growth Option	0.0000
Franklin India Ultra Short Bond Fund- Super Institutional Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Weekly Dividend Option	0.0000
Franklin India Ultra Short Bond Fund- Super Institutional Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Option	0.0000
Franklin India Ultra Short Bond Fund- Super Institutional Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Weekly Dividend Option	0.0000
Franklin India Ultra Short Duration Fund - Direct - Growth	10.9732
Franklin India Ultra Short Duration Fund - Direct - IDCW	10.7184
Franklin India Ultra Short Duration Fund - Growth	10.9099
Franklin India Ultra Short Duration Fund - IDCW	10.6603
HDFC Ultra Short Term Fund - Daily IDCW Option	10.103
HDFC Ultra Short Term Fund - Direct Plan-Daily IDCW Option	10.092
HDFC Ultra Short Term Fund - Direct Plan-Growth Option	15.9138
HDFC Ultra Short Term Fund - Direct Plan-Monthly IDCW Option	10.0651
HDFC Ultra Short Term Fund - Direct Plan-Weekly IDCW Option	10.0537
HDFC Ultra Short Term Fund - Growth Option	15.555
HDFC Ultra Short Term Fund - Monthly IDCW Option	10.1644
HDFC Ultra Short Term Fund - Weekly IDCW Option	10.0534
HSBC Ultra Short Duration Fund - Direct Daily IDCW	1079.9409
HSBC Ultra Short Duration Fund - Direct Growth	1410.2547
HSBC Ultra Short Duration Fund - Direct Monthly IDCW	1012.6131
HSBC Ultra Short Duration Fund - Direct Weekly IDCW	1007.4033
HSBC Ultra Short Duration Fund - Regular Daily IDCW	1031.7278
HSBC Ultra Short Duration Fund - Regular Growth	1389.4332
HSBC Ultra Short Duration Fund - Regular Monthly IDCW	1028.185
HSBC Ultra Short Duration Fund - Regular Weekly IDCW	1041.4948
ICICI Prudential Ultra Short Term Fund - Daily IDCW	10.0874
ICICI Prudential Ultra Short Term Fund - Direct Plan -  Growth	30.8343
ICICI Prudential Ultra Short Term Fund - Direct Plan -  Half Yearly IDCW	10.7542
ICICI Prudential Ultra Short Term Fund - Direct Plan -  Monthly IDCW	10.7885
ICICI Prudential Ultra Short Term Fund - Direct Plan -  Quarterly IDCW	11.2746
ICICI Prudential Ultra Short Term Fund - Direct Plan - Daily IDCW	10.0191
ICICI Prudential Ultra Short Term Fund - Direct Plan - Fortnightly IDCW	10.0879
ICICI Prudential Ultra Short Term Fund - Direct Plan - Weekly IDCW	10.0882
ICICI Prudential Ultra Short Term Fund - Direct Plan Bonus	16.0996
ICICI Prudential Ultra Short Term Fund - Fortnightly IDCW	10.0649
ICICI Prudential Ultra Short Term Fund - Growth	28.4638
ICICI Prudential Ultra Short Term Fund - Half Yearly IDCW	10.6114
ICICI Prudential Ultra Short Term Fund - Monthly IDCW	10.6585
ICICI Prudential Ultra Short Term Fund - Quarterly IDCW	11.0576
ICICI Prudential Ultra Short Term Fund - Weekly IDCW	10.0721
Invesco India Ultra Short Duration Fund - Direct Plan - Annual IDCW (Payout / Reinvestment)	2106.4735
Invesco India Ultra Short Duration Fund - Direct Plan - Daily IDCW (Reinvestment)	1499.4883
Invesco India Ultra Short Duration Fund - Direct Plan - Growth	2958.2355
Invesco India Ultra Short Duration Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment)	2004.5518
Invesco India Ultra Short Duration Fund - Direct Plan - Quarterly IDCW (Payout / Reinvestment)	1040.7072
Invesco India Ultra Short Duration Fund - Regular Plan - Annual IDCW (Payout / Reinvestment)	1137.3544
Invesco India Ultra Short Duration Fund - Regular Plan - Daily IDCW (Reinvestment)	1406.5712
Invesco India Ultra Short Duration Fund - Regular Plan - Growth	2765.9813
Invesco India Ultra Short Duration Fund - Regular Plan - Monthly IDCW (Payout / Reinvestment)	1011.7266
Invesco India Ultra Short Duration Fund - Regular Plan - Quarterly IDCW (Payout / Reinvestment)	1078.1351
ITI Ultra Short Duration Fund - Direct Plan - Annually IDCW Option	1315.7194
ITI Ultra Short Duration Fund - Direct Plan - Daily IDCW	1001.0001
ITI Ultra Short Duration Fund - Direct Plan - Fortnightly IDCW Option	1003.5170
ITI Ultra Short Duration Fund - Direct Plan - Growth Option	1314.0562
ITI Ultra Short Duration Fund - Direct Plan - Monthly IDCW Option	1002.0897
ITI Ultra Short Duration Fund - Direct Plan - Weekly IDCW Option	1002.0799
ITI Ultra Short Duration Fund - Regular Plan - Annually IDCW Option	1265.3914
ITI Ultra Short Duration Fund - Regular Plan - Daily IDCW Option	1001.0000
ITI Ultra Short Duration Fund - Regular Plan - Fortnightly IDCW Option	1001.9163
ITI Ultra Short Duration Fund - Regular Plan - Growth Option	1265.3363
ITI Ultra Short Duration Fund - Regular Plan - Monthly IDCW Option	1001.9098
ITI Ultra Short Duration Fund - Regular Plan - Weekly IDCW Option	1001.1995
JM Ultra Short Duration Fund (Direct) - Bonus Option - Principal Units	27.8437
JM Ultra Short Duration Fund (Direct) - Fortnightly Dividend Option	10.5165
JM Ultra Short Duration Fund - (Direct) - Growth Option	27.5938
JM Ultra Short Duration Fund - (Direct) -Daily Dividend Option	10.3437
JM Ultra Short Duration Fund - (Direct) -Weekly Dividend Option	10.8856
JM Ultra Short Duration Fund - Bonus Option - Principal Units	26.9500
JM Ultra Short Duration Fund - Daily Dividend	10.2477
JM Ultra Short Duration Fund - Fortnightly Dividend	10.4216
JM Ultra Short Duration Fund - Growth option	26.7195
JM Ultra Short Duration Fund - Weekly Dividend	10.8027
Kotak Savings Fund -Growth	43.9934
Kotak Savings Fund -Monthly Payout of Income Distribution cum capital withdrawal option	10.7489
Kotak Savings Fund-Growth - Direct	46.1778
Kotak Savings Fund-Monthly Payout of Income Distribution cum capital withdrawal option - Direct	19.905
Kotak Treasury Advantage Fund -Daily Reinvestment of Income Distribution cum capital withdrawal option	10.0798
Kotak Treasury Advantage Fund -Daily Reinvestment of Income Distribution cum capital withdrawal option - Direct	10.8186
LIC MF Ultra Short Duration Fund-Direct Plan-Daily IDCW	1102.1317
LIC MF Ultra Short Duration Fund-Direct Plan-Growth	1386.8529
LIC MF Ultra Short Duration Fund-Direct Plan-Monthly IDCW	1386.694
LIC MF Ultra Short Duration Fund-Direct Plan-Weekly IDCW	1101.9536
LIC MF Ultra Short Duration Fund-Regular Plan-Daily IDCW	1093.4116
LIC MF Ultra Short Duration Fund-Regular Plan-Growth	1353.1633
LIC MF Ultra Short Duration Fund-Regular Plan-Monthly IDCW	1353.3798
LIC MF Ultra Short Duration Fund-Regular Plan-Weekly IDCW	1030.3172
Mahindra Manulife Ultra Short Duration Fund - Direct Plan - Daily IDCW	1203.5651
Mahindra Manulife Ultra Short Duration Fund - Direct Plan - Weekly IDCW	1000.9167
Mahindra Manulife Ultra Short Duration Fund - Direct Plan -Growth	1447.9922
Mahindra Manulife Ultra Short Duration Fund - Regular Plan - Daily IDCW	1100.1382
Mahindra Manulife Ultra Short Duration Fund - Regular Plan - Growth	1411.1159
Mahindra Manulife Ultra Short Duration Fund - Regular Plan - Weekly IDCW	1000.8651
Mirae Asset Ultra Short Duration Fund Direct Growth	1359.7434
Mirae Asset Ultra Short Duration Fund Direct IDCW	1359.4614
Mirae Asset Ultra Short Duration Fund Regular Growth	1343.9871
Mirae Asset Ultra Short Duration Fund Regular IDCW	1343.5037
Motilal Oswal Ultra Short Term Fund (MOFUSTF) -Direct Plan- Growth	17.8810
Motilal Oswal Ultra Short Term Fund (MOFUSTF)-Regular Plan- Growth	16.8303
Motilal Oswal Ultra Short Term Fund Direct - IDCW Daily Reinvestment	11.7326
Motilal Oswal Ultra Short Term Fund Direct - IDCW Fortnightly Reinvestment	11.7988
Motilal Oswal Ultra Short Term Fund Direct - IDCW Quarterly Payout/Reinvestment	12.0818
Motilal Oswal Ultra Short Term Fund Direct - IDCW Weekly Reinvestment	11.7315
Motilal Oswal Ultra Short Term Fund Direct Plan - IDCW Monthly Payout/Reinvestment	11.7462
Motilal Oswal Ultra Short Term Fund Regular - IDCW Daily Reinvestment	11.4495
Motilal Oswal Ultra Short Term Fund Regular - IDCW Fortnightly Reinvestment	11.5022
Motilal Oswal Ultra Short Term Fund Regular - IDCW Monthly Payout/Reinvestment	11.4737
Motilal Oswal Ultra Short Term Fund Regular - IDCW Quarterly Payout/Reinvestment	11.7419
Motilal Oswal Ultra Short Term Fund Regular - IDCW Weekly Reinvestment	11.4670
NIPPON INDIA ULTRA SHORT DURATION FUND - DAILY IDCW OPTION	1114.1500
NIPPON INDIA ULTRA SHORT DURATION FUND - DIRECT Plan - DAILY IDCW OPTION	1114.1500
NIPPON INDIA ULTRA SHORT DURATION FUND - DIRECT Plan - MONTHLY IDCW Option	1031.1531
NIPPON INDIA ULTRA SHORT DURATION FUND - DIRECT Plan - QUARTERLY IDCW Option	1030.0246
NIPPON INDIA ULTRA SHORT DURATION FUND - DIRECT Plan - WEEKLY IDCW OPTION	1092.6283
NIPPON INDIA ULTRA SHORT DURATION FUND - MONTHLY IDCW Option	1021.0408
NIPPON INDIA ULTRA SHORT DURATION FUND - QUARTERLY IDCW Option	1022.0533
NIPPON INDIA ULTRA SHORT DURATION FUND - SEGREGATED PORTFOLIO 1 - DAILY IDCW Option	0.0000
NIPPON INDIA ULTRA SHORT DURATION FUND - SEGREGATED PORTFOLIO 1 - DIRECT Plan - DAILY IDCW Option	0.0000
Nippon India Ultra Short Duration Fund - Segregated Portfolio 1 - Direct Plan - Growth Option	0.0000
NIPPON INDIA ULTRA SHORT DURATION FUND - SEGREGATED PORTFOLIO 1 - DIRECT Plan - MONTHLY IDCW Option	0.0000
NIPPON INDIA ULTRA SHORT DURATION FUND - SEGREGATED PORTFOLIO 1 - DIRECT Plan - QUARTERLY IDCW Option	0.0000
NIPPON INDIA ULTRA SHORT DURATION FUND - SEGREGATED PORTFOLIO 1 - DIRECT Plan - WEEKLY IDCW Option	0.0000
Nippon India Ultra Short Duration Fund - Segregated Portfolio 1 - Growth Option	0.0000
NIPPON INDIA ULTRA SHORT DURATION FUND - SEGREGATED PORTFOLIO 1 - MONTHLY IDCW Option	0.0000
NIPPON INDIA ULTRA SHORT DURATION FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY IDCW Option	0.0000
NIPPON INDIA ULTRA SHORT DURATION FUND - SEGREGATED PORTFOLIO 1 - WEEKLY IDCW Option	0.0000
NIPPON INDIA ULTRA SHORT DURATION FUND - WEEKLY IDCW OPTION	1092.4972
Nippon India Ultra Short Duration Fund- Direct Plan- Growth Option	4572.5410
